repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8791946308724832,0.6666666666666666,0.7142857142857143,0.6896551724137931,0.9159533648170012,[np.float64(0.9159533648170012)]
